Time;CollisionTarget;targetPositionX;targetPositionY;ballPositionX;ballPositionY;Score;Speed;Bonus
0,1818066;Block;0,2;-45,87601;0;-35;0;80;False
0,9153118;Racket;0;-109,6;0,2;-101,988;1;80;False
1,652284;Block;0,4027024;-45,87634;0;-35;1;80;False
2,484693;Ground;0,15;-117,8;0,6330452;-110,0039;2;80;False
2,553191;Racket;32,5696;-109,6;-1,858134;-104,6599;2;80;False
2,588038;Racket;29,38266;-109,6;-5,045071;-102,3622;2;80;False
3,437073;Block;-39,82384;-46,06861;-35;-35;2;80;False
4,271494;Racket;-65,80734;-109,6;-73,92075;-101,2134;3;80;False
4,989581;Block;-81,87959;-46,96551;-70;-35;3;80;False
5,710664;Racket;-65,80734;-109,6;-89,83842;-101,2134;4;80;False
