Time;CollisionTarget;targetPositionX;targetPositionY;ballPositionX;ballPositionY;Score;Speed;Bonus
0,1273258;Block;0,2;-49,88401;0;-40;0;80;False
0,1273258;Block;0,2;-49,88401;0;-40;0;80;False
0,9114068;Ground;0,15;-117,8;0,2;-110,0039;1;80;False
0,9440848;Racket;32,56499;-109,6;-2,305;-107,3319;1;80;False
0,9777193;Racket;29,37161;-109,6;-5,498382;-105,0419;1;80;False
1,014284;Racket;26,17823;-109,6;-8,691764;-102,7519;1;80;False
1,83131;Block;-42,42245;-48,93679;-40;-40;1;80;False
2,765568;Ground;0,15;-117,8;-80,97189;-110,767;2;80;False
5,638677;LeftBorder;-209,1;-0,8;-197,9973;86,17334;2;80;False
6,039833;Top;0,06;118,1;-181,4761;111,3634;2;80;False
8,24274;Block;-91,98605;-39,77678;-80;-40;2;80;False
9,180318;Racket;-109,0917;-109,6;-130,5356;-101,6069;3;80;False
