Time;CollisionTarget;targetPositionX;targetPositionY;ballPositionX;ballPositionY;Score;Speed;Bonus
0,1746352;Block;0,2;-45,87601;0;-35;0;80;False
0,1746352;Block;0,2;-45,87601;0;-35;0;80;False
0,9119025;Racket;15,03;-109,6;0,2;-101,988;1;80;False
1,660938;Block;-14,69294;-46,33059;0;-35;1;80;False
2,413004;Racket;-20,04;-109,6;-29,58586;-101,988;2;80;False
3,148118;Block;-39,13231;-46,62076;-35;-35;2;80;False
3,882186;Racket;-52,605;-109,6;-48,67876;-101,988;3;80;False
4,617186;Block;-44,70851;-46,00414;-35;-35;3;80;False
5,352009;Racket;-32,56499;-109,6;-40,73827;-101,988;4;80;False
8,073544;Top;0,06;118,1;-71,12542;111,0037;4;80;False
9,845511;Block;-90,88639;-26,58098;-105;-35;4;80;False
11,61494;Top;0,06;118,1;-110,6474;111,0037;5;80;False
13,38422;Block;-130,4084;-26,58098;-140;-35;5;80;False
15,15579;Top;0,06;118,1;-150,1702;111,0037;6;80;False
17,87705;Racket;-155,9409;-109,6;-180,5586;-101,988;6;80;False
18,46121;LeftBorder;-209,1;-0,8;-197,7842;-58,94454;6;80;False
20,80137;Top;0,06;118,1;-124,706;110,7692;6;80;False
22,70413;Block;-65,2002;-26,96951;-70;-35;6;80;False
24,60723;Top;0,06;118,1;-5,694101;110,7692;7;80;False
26,52744;Block;53,29;-30,65893;70;-35;7;80;False
26,61197;Block;51,72405;-36,80798;35;-35;8;80;False
26,69627;Block;53,29;-42,95702;70;-35;9;80;False
27,53061;Racket;16,90405;-109,6;27,19081;-101,988;10;80;False
28,2651;Block;37,45645;-46,73826;35;-35;10;80;False
29,08468;Racket;79,76234;-109,6;46,15036;-111,1962;11;80;False
29,09803;Ground;0,15;-117,8;45,48048;-110,0403;11;80;False
29,11518;Racket;76,58747;-109,6;42,97548;-108,8844;11;80;False
29,14812;Racket;73,4126;-109,6;39,80061;-106,5725;11;80;False
29,18441;Racket;70,23772;-109,6;36,62573;-104,2607;11;80;False
29,21763;Racket;65,22773;-109,6;35,28598;-101,9489;11;80;False
32,23964;Top;0,06;118,1;-75,63942;110,5499;11;80;False
34,20911;Block;-147,9555;-27,15883;-140;-35;11;80;False
35,61338;LeftBorder;-209,1;-0,8;-198,2096;72,56133;12;80;False
36,17982;Top;0,06;118,1;-177,3725;110,5499;12;80;False
38,1529;Block;-105,056;-27,15883;-105;-35;12;80;False
40,12147;Top;0,06;118,1;-32,74017;110,5499;13;80;False
43,14603;Racket;55,20773;-109,6;78,18522;-101,9489;13;80;False
43,93087;Block;101,3123;-46,05523;105;-35;13;80;False
44,71529;Racket;110,3177;-109,6;124,4394;-101,9489;14;80;False
45,46711;Block;138,6618;-46,13145;140;-35;14;80;False
46,21831;Racket;173,6771;-109,6;152,8843;-101,9489;15;80;False
46,98602;Block;132,1452;-46,61322;140;-35;15;80;False
47,75471;Racket;128,587;-109,6;111,406;-101,9489;16;80;False
48,50684;Block;94,33051;-46,86665;105;-35;16;80;False
49,25804;Racket;93,51704;-109,6;77,255;-101,9489;17;80;False
52,04514;Top;0,06;118,1;17,02151;110,3059;17;80;False
54,83545;Racket;-29,22793;-109,6;-43,21191;-101,9489;17;80;False
55,58575;Block;-57,30325;-46,10122;-70;-35;17;80;False
62,48282;Top;0,06;118,1;0,2;110,4359;18;90;True
64,87266;Racket;-30,06;-110;0,2;-101,487;18;90;True
67,55983;Top;0,06;118,1;112,1306;110,3876;18;90;True
69,6647;RightBorder;209,4;1,33;198,338;-57,51304;18;90;True
70,24963;Racket;162,825;-110;174,0052;-101,487;18;90;True
71,7185;RightBorder;209,4;1,33;198,4709;28,38612;18;90;True
72,68858;Top;0,06;118,1;181,9708;111,0326;18;90;True
75,12696;Racket;155,31;-110;140,436;-101,487;18;90;True
77,59664;Top;0,06;118,1;85,17904;111,0726;18;90;True
80,06941;Racket;-2,505004;-110;29,92181;-101,487;18;90;True
80,75237;Block;58,52658;-47,69948;75,38754;-56,49329;18;90;True
