Time;CollisionTarget;targetPositionX;targetPositionY;ballPositionX;ballPositionY;Score;Speed;Bonus
0,1281116;Block;0,2;-49,88401;0;-40;0;80;False
0,1281116;Block;0,2;-49,88401;0;-40;0;80;False
0,8113663;Racket;0;-109,6;0,2;-101,988;1;80;False
1,494705;Block;0,3888818;-49,88431;0;-40;1;80;False
2,177813;Racket;0;-109,6;0,5777631;-101,988;2;80;False
4,877998;Top;0,06;118,1;2,72032;110,4257;2;80;False
7,560858;Racket;-2,505;-109,6;4,862893;-101,988;2;80;False
8,2608;Block;11,93412;-48,97404;20;-40;2;80;False
8,960834;Racket;-2,505;-109,6;19,00534;-101,988;3;80;False
9,694058;Block;39,44599;-49,37746;40;-40;3;80;False
10,54383;Ground;0,15;-117,8;63,13862;-110,7564;4;80;False
