0,0053454
0,0053454
0,0106908
0,0306908
0,0503987
0,0628952
0,0741109
0,0844943
0,0932848
0,1018356
0,1105301
0,1189081
0,1278227
0,1386812
0,1472049
0,1560268
0,1644569
0,1728788
0,1819739
0,1907844
0,199174
0,2079813
0,2167501
0,2258358
0,2346697
0,2434491
0,2518576
0,2606431
0,2688982
0,277602
0,2859351
0,2945973
0,3031177
0,3121062
0,3206088
0,3299252
0,3398381
0,3490153
0,3584636
0,3683208
0,3779222
0,3872629
0,3966417
0,405942
0,4152814
0,4246571
0,4337144
0,4434188
0,4528317
0,4623768
0,471965
0,4813589
0,4912323
0,5005194
0,5096136
0,5188514
0,5278378
0,5367855
0,5459192
0,5551738
0,5644352
0,5736703
0,5830728
0,5927178
0,6012983
0,6106222
0,6196508
0,6287047
0,637253
0,648799
0,6591917
0,6678167
0,6768293
0,6853641
0,6944691
0,7023673
0,7115108
0,7206207
0,7297353
0,7388447
0,7476268
0,7567136
0,7656296
0,7744378
0,7832229
0,7929702
0,8018575
0,8121655
0,8217515
0,8306909
0,8393788
0,8483571
0,8569795
0,8657836
0,8749165
0,8836678
0,8926044
0,9013913
0,9104698
0,9191085
0,9278296
0,9367369
0,9458798
0,9554167
0,9646152
0,9746459
0,9853392
0,996424
1,007083
1,017655
1,027877
1,038745
1,048485
1,057908
1,067733
1,077979
1,087363
1,097437
1,106777
1,115775
1,12511
1,134186
1,143158
1,152238
1,161045
1,169819
1,178742
1,187808
1,196939
1,205748
1,214512
1,223929
1,232816
1,24176
1,251225
1,260771
1,270382
1,279416
1,288958
1,29778
1,306907
1,315843
1,33174
1,341533
1,350727
1,360299
1,37253
1,383387
1,394498
1,405377
1,416433
1,42722
1,438296
1,449087
1,459784
1,468726
1,478262
1,487326
1,496206
1,505283
1,514229
1,523347
1,532788
1,542546
1,551964
1,561448
1,571518
1,580975
1,590649
1,600332
1,610427
1,619984
1,629532
1,639159
1,648704
1,658239
1,667759
1,677353
1,687066
1,696597
1,706791
1,716529
1,726936
1,737357
1,747415
1,756889
1,766371
1,775448
1,784408
1,793458
1,802274
1,81153
1,820921
1,830451
1,840004
1,849514
1,859413
1,868869
1,879004
1,888658
1,898403
1,908591
1,918295
1,928449
1,939009
1,948696
1,95852
1,969425
1,981697
1,99204
2,001669
2,01169
2,021669
2,031712
2,040998
2,050246
2,059767
2,069239
2,079362
2,088934
2,09864
2,108573
2,11854
2,128738
2,13918
2,148845
2,158813
2,1686
2,178758
2,189199
2,198853
2,208911
2,22136
2,231604
2,243532
2,253328
2,262815
2,273826
2,283678
2,293499
2,303719
2,316052
2,328075
2,337614
2,348241
2,357759
2,367287
2,377457
2,387697
2,396841
2,406532
2,415802
2,425465
2,434868
2,44427
2,453247
2,462153
2,471553
2,480649
2,492919
2,502315
2,511683
2,523119
2,534127
2,54327
2,552377
2,561241
2,570762
2,579789
2,588787
2,603062
